{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130018626945175, 'apogeeAltitude': 800.0505732166873, 'apogeeX': 1.012302690751081, 'apogeeY': 1.0094296189053116, 'impactTime': 46.5128232988329, 'impactX': 290.53070902694856, 'impactY': -102.99022537065368, 'impactVelocity': -17.738031891251136, 'initialStaticMargin': 2.9243203789361902, 'outOfRailStaticMargin': 2.9243203789361902, 'finalStaticMargin': 2.924320378943833, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 19.751491449727876, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.4022994993041142, 'drogueInflatedVelocity': 18.17650463545513}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127048688019971, 'apogeeAltitude': 800.050556482799, 'apogeeX': 1.0120095711488073, 'apogeeY': 1.0091524075738543, 'impactTime': 45.931227305607116, 'impactX': 285.8904817506345, 'impactY': -101.5251153793157, 'impactVelocity': -17.688880404066005, 'initialStaticMargin': 2.797853777160924, 'outOfRailStaticMargin': 2.797853777160924, 'finalStaticMargin': 2.797853777167493, 'numberOfEvents': 1, 'executionTime': 0.203125, 'maxVelocity': 21.30626608725522, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.9044739227737915, 'drogueInflatedVelocity': 21.30626608725522}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1012997971307192, 'apogeeAltitude': 800.050578870542, 'apogeeX': 1.012323600596184, 'apogeeY': 1.0095524747011586, 'impactTime': 40.572488602350525, 'impactX': 260.6986231264087, 'impactY': -68.92153471954163, 'impactVelocity': -20.08089177247961, 'initialStaticMargin': 3.356990071547231, 'outOfRailStaticMargin': 3.356990071547231, 'finalStaticMargin': 3.356990071554089, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 24.18231320636739, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.323371193344116, 'drogueInflatedVelocity': 24.18231320636739}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129288267024913, 'apogeeAltitude': 800.0505667269599, 'apogeeX': 1.0122287062095163, 'apogeeY': 1.0093517177024456, 'impactTime': 43.145730693945694, 'impactX': 275.29815937620424, 'impactY': -82.30116696759531, 'impactVelocity': -19.301922060219162, 'initialStaticMargin': 2.7157593285724317, 'outOfRailStaticMargin': 2.7157593285724317, 'finalStaticMargin': 2.715759328579005, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 21.130170909506976, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.449604936895906, 'drogueInflatedVelocity': 18.45323854672483}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128036702704303, 'apogeeAltitude': 800.0505631348217, 'apogeeX': 1.0121207179169187, 'apogeeY': 1.0093142938408357, 'impactTime': 43.91733469050629, 'impactX': 274.2212179227264, 'impactY': -89.08092633591411, 'impactVelocity': -18.071593263284964, 'initialStaticMargin': 2.9290769844534, 'outOfRailStaticMargin': 2.9290769844534, 'finalStaticMargin': 2.9290769844608486, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 27.30924036644732, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.764283795720609, 'drogueInflatedVelocity': 27.30924036644732}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1013056726892666, 'apogeeAltitude': 800.0505776909981, 'apogeeX': 1.012370519665936, 'apogeeY': 1.0095507324204287, 'impactTime': 44.906689545510616, 'impactX': 279.53417144512554, 'impactY': -95.45336742120777, 'impactVelocity': -17.813028828121904, 'initialStaticMargin': 3.0640656853006103, 'outOfRailStaticMargin': 3.0640656853006103, 'finalStaticMargin': 3.0640656853073063, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 25.125771489329416, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.4643114600272287, 'drogueInflatedVelocity': 25.125771489329416}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131810377296943, 'apogeeAltitude': 800.0505849831216, 'apogeeX': 1.012493234355836, 'apogeeY': 1.0096668983914157, 'impactTime': 42.63121665406767, 'impactX': 274.31069740104607, 'impactY': -76.84732139701366, 'impactVelocity': -19.768675628769316, 'initialStaticMargin': 3.1770789874534637, 'outOfRailStaticMargin': 3.1770789874534637, 'finalStaticMargin': 3.177078987460219, 'numberOfEvents': 1, 'executionTime': 0.203125, 'maxVelocity': 21.539887841491346, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.197787867468139, 'drogueInflatedVelocity': 17.054267076714524}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127628847097926, 'apogeeAltitude': 800.0505666133981, 'apogeeX': 1.0120802373851794, 'apogeeY': 1.0092750990670862, 'impactTime': 42.084206316826204, 'impactX': 266.64065943120266, 'impactY': -78.23753996450647, 'impactVelocity': -19.092866733070217, 'initialStaticMargin': 3.3103162597279954, 'outOfRailStaticMargin': 3.3103162597279954, 'finalStaticMargin': 3.3103162597352327, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 25.899541947347682, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.565818297215627, 'drogueInflatedVelocity': 25.899541947347682}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1013574947068806, 'apogeeAltitude': 800.0506169156467, 'apogeeX': 1.0128964902472197, 'apogeeY': 1.0101086206558885, 'impactTime': 40.01209388359272, 'impactX': 256.9487366567803, 'impactY': -62.481716697265, 'impactVelocity': -19.951926140167824, 'initialStaticMargin': 3.9391060600993644, 'outOfRailStaticMargin': 3.9391060600993644, 'finalStaticMargin': 3.9391060601069894, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 28.844002333584957, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.9171711673931493, 'drogueInflatedVelocity': 28.844002333584957}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128494158204476, 'apogeeAltitude': 800.0505687068869, 'apogeeX': 1.0121659176681135, 'apogeeY': 1.0093572741889285, 'impactTime': 47.38347210089179, 'impactX': 291.1066795081045, 'impactY': -109.1653137387859, 'impactVelocity': -16.815439130602954, 'initialStaticMargin': 3.2000818473896864, 'outOfRailStaticMargin': 3.2000818473896864, 'finalStaticMargin': 3.200081847396853, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 24.785970361467257, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.413719845599792, 'drogueInflatedVelocity': 24.785970361467257}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130036515247991, 'apogeeAltitude': 800.0505727625934, 'apogeeX': 1.0123113479775019, 'apogeeY': 1.009466496304547, 'impactTime': 42.859155654916414, 'impactX': 274.398010236119, 'impactY': -79.83349008028486, 'impactVelocity': -19.50355475963317, 'initialStaticMargin': 2.899612405057014, 'outOfRailStaticMargin': 2.899612405057014, 'finalStaticMargin': 2.8996124050638232, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 21.307405290584732, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.381787835330948, 'drogueInflatedVelocity': 18.06654149271545}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10125369668245153, 'apogeeAltitude': 800.0505525728147, 'apogeeX': 1.0118445080610587, 'apogeeY': 1.0089990315724617, 'impactTime': 42.83918772716868, 'impactX': 266.93615468095834, 'impactY': -78.54973328026543, 'impactVelocity': -17.91888750760743, 'initialStaticMargin': 3.0434491477980354, 'outOfRailStaticMargin': 3.0434491477980354, 'finalStaticMargin': 3.0434491478049135, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 34.74401512607431, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.6494396668166185, 'drogueInflatedVelocity': 34.74401512607431}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10134415647741099, 'apogeeAltitude': 800.0506018566603, 'apogeeX': 1.0127566054132855, 'apogeeY': 1.009941972842693, 'impactTime': 45.446929252139654, 'impactX': 286.9523797123724, 'impactY': -94.83299449581321, 'impactVelocity': -18.388431976960604, 'initialStaticMargin': 3.3827403414170605, 'outOfRailStaticMargin': 3.3827403414170605, 'finalStaticMargin': 3.382740341424445, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 20.323218062203694, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.1385120923927219, 'drogueInflatedVelocity': 16.74890307316169}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10120844659453278, 'apogeeAltitude': 800.0505155663384, 'apogeeX': 1.011372628318001, 'apogeeY': 1.008447458189694, 'impactTime': 41.37380247403278, 'impactX': 258.47838604890154, 'impactY': -71.06555264382756, 'impactVelocity': -18.255457093829502, 'initialStaticMargin': 2.350178011872033, 'outOfRailStaticMargin': 2.350178011872033, 'finalStaticMargin': 2.350178011878586, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 38.04287579349279, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 4.090162691435228, 'drogueInflatedVelocity': 38.04287579349279}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127093846853791, 'apogeeAltitude': 800.0505636325302, 'apogeeX': 1.012016588232609, 'apogeeY': 1.0091697401230966, 'impactTime': 42.259433510271954, 'impactX': 268.0581230722287, 'impactY': -79.86743875621694, 'impactVelocity': -19.165799006726438, 'initialStaticMargin': 3.2281062069771616, 'outOfRailStaticMargin': 3.2281062069771616, 'finalStaticMargin': 3.228106206984161, 'numberOfEvents': 1, 'executionTime': 0.125, 'maxVelocity': 24.130760042747212, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.322745072920555, 'drogueInflatedVelocity': 24.130760042747212}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10135429495021313, 'apogeeAltitude': 800.0506070415495, 'apogeeX': 1.0128689986043886, 'apogeeY': 1.0100996052028208, 'impactTime': 41.51931494200021, 'impactX': 260.58261450210165, 'impactY': -70.36728236068785, 'impactVelocity': -18.427103830154824, 'initialStaticMargin': 3.4553395089171857, 'outOfRailStaticMargin': 3.4553395089171857, 'finalStaticMargin': 3.455339508924135, 'numberOfEvents': 1, 'executionTime': 0.1875, 'maxVelocity': 36.01138141774554, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.773201921010395, 'drogueInflatedVelocity': 36.01138141774554}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131458221401479, 'apogeeAltitude': 800.0505834406165, 'apogeeX': 1.0124555001868805, 'apogeeY': 1.0096188082492685, 'impactTime': 42.521387844403584, 'impactX': 270.0714707214815, 'impactY': -81.19097243268659, 'impactVelocity': -19.203090428570665, 'initialStaticMargin': 3.0976977678355215, 'outOfRailStaticMargin': 3.0976977678355215, 'finalStaticMargin': 3.097697767842249, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 22.35136610435024, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.062225564686069, 'drogueInflatedVelocity': 22.35136610435024}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129430765743179, 'apogeeAltitude': 800.0505742243213, 'apogeeX': 1.0122370803260814, 'apogeeY': 1.0093359746886528, 'impactTime': 46.14163403020474, 'impactX': 288.4342253831207, 'impactY': -101.22408832506878, 'impactVelocity': -17.83866310632647, 'initialStaticMargin': 3.011006651072136, 'outOfRailStaticMargin': 3.011006651072136, 'finalStaticMargin': 3.0110066510790867, 'numberOfEvents': 1, 'executionTime': 0.21875, 'maxVelocity': 19.840039620266815, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.503718124813815, 'drogueInflatedVelocity': 18.7638290746344}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127345947532418, 'apogeeAltitude': 800.0505519670764, 'apogeeX': 1.0120293445586943, 'apogeeY': 1.0091312611582535, 'impactTime': 44.63402420341936, 'impactX': 278.81905474781075, 'impactY': -95.14898550647429, 'impactVelocity': -18.083543383923267, 'initialStaticMargin': 2.5388247058387527, 'outOfRailStaticMargin': 2.5388247058387527, 'finalStaticMargin': 2.5388247058461704, 'numberOfEvents': 1, 'executionTime': 0.1875, 'maxVelocity': 23.261791723616902, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.2022949547547204, 'drogueInflatedVelocity': 23.261791723616902}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10126878413876902, 'apogeeAltitude': 800.0505544421212, 'apogeeX': 1.0119884147795557, 'apogeeY': 1.0091142795915902, 'impactTime': 40.136753535562086, 'impactX': 259.3850519533672, 'impactY': -66.74404193425703, 'impactVelocity': -20.509582526663827, 'initialStaticMargin': 2.739735864108958, 'outOfRailStaticMargin': 2.739735864108958, 'finalStaticMargin': 2.7397358641159415, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 22.43943358665162, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.077471939999825, 'drogueInflatedVelocity': 22.43943358665162}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130428132589733, 'apogeeAltitude': 800.0505763982244, 'apogeeX': 1.0123380820326686, 'apogeeY': 1.0094421665616167, 'impactTime': 44.80046702385552, 'impactX': 280.4284535172422, 'impactY': -95.11819026718995, 'impactVelocity': -18.136901694985617, 'initialStaticMargin': 2.924502233790748, 'outOfRailStaticMargin': 2.924502233790748, 'finalStaticMargin': 2.924502233797696, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 21.901561475226828, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.9987810982796044, 'drogueInflatedVelocity': 21.901561475226828}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131644100246809, 'apogeeAltitude': 800.0505862259163, 'apogeeX': 1.012475936116119, 'apogeeY': 1.0096468542916608, 'impactTime': 51.25722407279086, 'impactX': 311.60201317060864, 'impactY': -130.54976351784873, 'impactVelocity': -15.802376125537915, 'initialStaticMargin': 3.2855475771467146, 'outOfRailStaticMargin': 3.2855475771467146, 'finalStaticMargin': 3.285547577154205, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 19.57378851468349, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.6326995455524442, 'drogueInflatedVelocity': 19.57378851468349}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.101224607657634, 'apogeeAltitude': 800.0505259303745, 'apogeeX': 1.0115305780522894, 'apogeeY': 1.0085903735770467, 'impactTime': 43.97003591535697, 'impactX': 273.3667929508274, 'impactY': -89.84397072525834, 'impactVelocity': -17.852023301574494, 'initialStaticMargin': 2.4400623933858587, 'outOfRailStaticMargin': 2.4400623933858587, 'finalStaticMargin': 2.440062393392611, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 29.389198654426462, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.0681092139763773, 'drogueInflatedVelocity': 29.389198654426462}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129220330900945, 'apogeeAltitude': 800.0505691336623, 'apogeeX': 1.012215567296959, 'apogeeY': 1.0093125227611774, 'impactTime': 44.79278331672608, 'impactX': 281.0776182448286, 'impactY': -94.54910697358639, 'impactVelocity': -18.25442980306697, 'initialStaticMargin': 2.9016966288220667, 'outOfRailStaticMargin': 2.9016966288220667, 'finalStaticMargin': 2.9016966288280948, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 20.67738971266227, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.8109142567265484, 'drogueInflatedVelocity': 20.67738971266227}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10122931954943547, 'apogeeAltitude': 800.0505288988577, 'apogeeX': 1.0115839621664564, 'apogeeY': 1.0086695085450799, 'impactTime': 46.688871020777114, 'impactX': 287.22197632057436, 'impactY': -106.7696527256807, 'impactVelocity': -17.02167653666823, 'initialStaticMargin': 2.5064367405482195, 'outOfRailStaticMargin': 2.5064367405482195, 'finalStaticMargin': 2.5064367405554484, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 25.462478316978878, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.526124228369226, 'drogueInflatedVelocity': 25.462478316978878}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10122670743588148, 'apogeeAltitude': 800.0505352644157, 'apogeeX': 1.011565659501934, 'apogeeY': 1.0086833603601513, 'impactTime': 43.27990011489865, 'impactX': 268.8155275575086, 'impactY': -81.4026761683841, 'impactVelocity': -17.71258013087717, 'initialStaticMargin': 2.801908287930528, 'outOfRailStaticMargin': 2.801908287930528, 'finalStaticMargin': 2.8019082879369708, 'numberOfEvents': 1, 'executionTime': 0.1875, 'maxVelocity': 34.7364727290295, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.6667532772800153, 'drogueInflatedVelocity': 34.7364727290295}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123683066398226, 'apogeeAltitude': 800.0505382376086, 'apogeeX': 1.011665430021492, 'apogeeY': 1.0087771142562056, 'impactTime': 48.15245083871031, 'impactX': 295.5813182394309, 'impactY': -114.53014112225098, 'impactVelocity': -16.709115387879656, 'initialStaticMargin': 2.6915933826860217, 'outOfRailStaticMargin': 2.6915933826860217, 'finalStaticMargin': 2.6915933826927714, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 22.20962850024414, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.043359669083819, 'drogueInflatedVelocity': 22.20962850024414}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10122727569869182, 'apogeeAltitude': 800.0505371128772, 'apogeeX': 1.0115643169293107, 'apogeeY': 1.008653154520546, 'impactTime': 45.67045275297188, 'impactX': 282.3948476640601, 'impactY': -99.74400167778947, 'impactVelocity': -17.36561419808675, 'initialStaticMargin': 2.8445178942787597, 'outOfRailStaticMargin': 2.8445178942787597, 'finalStaticMargin': 2.8445178942858473, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 26.51061556254018, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.666429923047247, 'drogueInflatedVelocity': 26.51061556254018}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129813194805733, 'apogeeAltitude': 800.0505825170671, 'apogeeX': 1.0123101858781243, 'apogeeY': 1.0095523964455972, 'impactTime': 42.18182911164789, 'impactX': 272.68644387506225, 'impactY': -73.14598056017483, 'impactVelocity': -20.063268263987762, 'initialStaticMargin': 3.802601908317365, 'outOfRailStaticMargin': 3.802601908317365, 'finalStaticMargin': 3.802601908324318, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 21.803457632414922, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.144229170194807, 'drogueInflatedVelocity': 16.793617903770738}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127467948069199, 'apogeeAltitude': 800.0505624440959, 'apogeeX': 1.012045202261962, 'apogeeY': 1.009162186257551, 'impactTime': 43.443370806438054, 'impactX': 271.05936772173476, 'impactY': -84.00530304587147, 'impactVelocity': -17.996330176206737, 'initialStaticMargin': 2.9476932648060608, 'outOfRailStaticMargin': 2.9476932648060608, 'finalStaticMargin': 2.947693264813369, 'numberOfEvents': 1, 'executionTime': 0.1875, 'maxVelocity': 30.767071442572675, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.19982085371873, 'drogueInflatedVelocity': 30.767071442572675}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123732625428171, 'apogeeAltitude': 800.0505377321424, 'apogeeX': 1.0116625978162799, 'apogeeY': 1.0087422718471144, 'impactTime': 41.039515986749024, 'impactX': 259.68293337666046, 'impactY': -70.68761169401469, 'impactVelocity': -19.067387177590042, 'initialStaticMargin': 2.6078723899382394, 'outOfRailStaticMargin': 2.6078723899382394, 'finalStaticMargin': 2.607872389944644, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 31.73415302271688, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.3388674292617178, 'drogueInflatedVelocity': 31.73415302271688}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127981834578996, 'apogeeAltitude': 800.0505612830702, 'apogeeX': 1.0120884837002249, 'apogeeY': 1.0091721417764912, 'impactTime': 46.34024738903109, 'impactX': 293.2736248423063, 'impactY': -97.77355278933469, 'impactVelocity': -18.333263025189783, 'initialStaticMargin': 2.81258162880377, 'outOfRailStaticMargin': 2.81258162880377, 'finalStaticMargin': 2.8125816288108436, 'numberOfEvents': 1, 'executionTime': 0.125, 'maxVelocity': 20.283453606887576, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 0.6146064843821286, 'drogueInflatedVelocity': 14.6409133327874}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133367586743156, 'apogeeAltitude': 800.0505908656635, 'apogeeX': 1.012648022856034, 'apogeeY': 1.00981784173596, 'impactTime': 49.066334087773896, 'impactX': 302.9739679536409, 'impactY': -117.24527826553592, 'impactVelocity': -16.808425400183133, 'initialStaticMargin': 3.017918861882569, 'outOfRailStaticMargin': 3.017918861882569, 'finalStaticMargin': 3.01791886188931, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 18.94179114139016, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.2106135369472673, 'drogueInflatedVelocity': 17.120418996761845}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10135500248829833, 'apogeeAltitude': 800.0506065318525, 'apogeeX': 1.012859710134696, 'apogeeY': 1.010023061808885, 'impactTime': 40.56994315221973, 'impactX': 259.1838538696049, 'impactY': -67.84607939506027, 'impactVelocity': -19.67592688991507, 'initialStaticMargin': 3.2627443929471576, 'outOfRailStaticMargin': 3.2627443929471576, 'finalStaticMargin': 3.2627443929543674, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 28.270635646616604, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.8795695388445055, 'drogueInflatedVelocity': 28.270635646616604}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130228563768996, 'apogeeAltitude': 800.0505793747609, 'apogeeX': 1.0123244340854978, 'apogeeY': 1.0094544568625028, 'impactTime': 42.16210164958561, 'impactX': 267.6223167578166, 'impactY': -79.36858172168883, 'impactVelocity': -19.219607590351323, 'initialStaticMargin': 3.0872390087854313, 'outOfRailStaticMargin': 3.0872390087854313, 'finalStaticMargin': 3.0872390087926798, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 24.08493507830359, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.319177234011179, 'drogueInflatedVelocity': 24.08493507830359}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1013042439366115, 'apogeeAltitude': 800.0505750489117, 'apogeeX': 1.0123477888112964, 'apogeeY': 1.0094932937610652, 'impactTime': 44.5446914040518, 'impactX': 276.4320179418743, 'impactY': -91.24134615511895, 'impactVelocity': -17.61579217161929, 'initialStaticMargin': 2.901852042247696, 'outOfRailStaticMargin': 2.901852042247696, 'finalStaticMargin': 2.9018520422542933, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 29.419557741138597, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.0400220475615183, 'drogueInflatedVelocity': 29.419557741138597}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123425835843264, 'apogeeAltitude': 800.0505357444617, 'apogeeX': 1.011644427129238, 'apogeeY': 1.0087755037117905, 'impactTime': 43.468469659330694, 'impactX': 274.0573474187544, 'impactY': -87.71547142726268, 'impactVelocity': -18.71068565327355, 'initialStaticMargin': 2.653951444687321, 'outOfRailStaticMargin': 2.653951444687321, 'finalStaticMargin': 2.653951444694758, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 22.443768143793786, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.077000918068626, 'drogueInflatedVelocity': 22.443768143793786}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10126455939110728, 'apogeeAltitude': 800.0505505587444, 'apogeeX': 1.0119344324989699, 'apogeeY': 1.0090120676129324, 'impactTime': 43.33109283633219, 'impactX': 274.3169622952096, 'impactY': -86.09696426837165, 'impactVelocity': -18.92917306866263, 'initialStaticMargin': 2.6266632481097902, 'outOfRailStaticMargin': 2.6266632481097902, 'finalStaticMargin': 2.6266632481162246, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 20.9120606153244, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.84763416258755, 'drogueInflatedVelocity': 20.9120606153244}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10125843018268135, 'apogeeAltitude': 800.0505544543757, 'apogeeX': 1.011897627402955, 'apogeeY': 1.0090759256280148, 'impactTime': 47.43649948196729, 'impactX': 294.27216456007335, 'impactY': -108.83422650779757, 'impactVelocity': -17.278926188692527, 'initialStaticMargin': 3.1227418793791775, 'outOfRailStaticMargin': 3.1227418793791775, 'finalStaticMargin': 3.1227418793861057, 'numberOfEvents': 1, 'executionTime': 0.1875, 'maxVelocity': 19.348258692443903, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.5220546465325175, 'drogueInflatedVelocity': 18.90401756843521}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123989603594856, 'apogeeAltitude': 800.0505393272808, 'apogeeX': 1.0116980057962937, 'apogeeY': 1.008817595685714, 'impactTime': 41.96988388199878, 'impactX': 270.1555443462706, 'impactY': -74.6178466933288, 'impactVelocity': -19.934873853544662, 'initialStaticMargin': 2.7750926267158555, 'outOfRailStaticMargin': 2.7750926267158555, 'finalStaticMargin': 2.775092626722715, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 21.692748051186346, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.4485778594236187, 'drogueInflatedVelocity': 18.45076114981929}
